Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Part of Target Population,Main Supervising District,Recidivism - Return to Prison,Release Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,Yes,7JD,Yes,Parole,277,D Felony,Public Order,OWI
2013,2016,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,277,C Felony,Property,Burglary
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,278,Serious Misdemeanor,Public Order,OWI
2013,2016,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Parole,Yes,1JD,Yes,Parole,278,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,279,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,Yes,5JD,Yes,Parole,279,Aggravated Misdemeanor,Property,Burglary
2013,2016,White - Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,280,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,7JD,Yes,Parole,281,C Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,281,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,281,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,281,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,284,Aggravated Misdemeanor,Property,Burglary
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,284,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,B Felony,Other,Other Criminal,Parole,Yes,1JD,Yes,Parole,286,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,Yes,2JD,Yes,Parole,286,D Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,Yes,1JD,Yes,Parole,287,D Felony,Violent,Assault
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,287,Aggravated Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,287,C Felony,Violent,Sex
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,287,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,288,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,288,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,Yes,5JD,Yes,Parole,288,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,288,B Felony,Violent,Other Violent
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,289,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,6JD,Yes,Parole,289,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,45-54,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,290,D Felony,Public Order,Other Public Order
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,291,D Felony,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,Under 25,Serious Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,291,Aggravated Misdemeanor,Property,Theft
2013,2016,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,Yes,8JD,Yes,Parole,292,D Felony,Violent,Assault
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,293,D Felony,Property,Forgery/Fraud
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,293,D Felony,Public Order,Traffic
2013,2016,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,293,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,Yes,1JD,Yes,Parole,294,D Felony,Public Order,Traffic
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,294,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,294,Serious Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,295,D Felony,Property,Forgery/Fraud
2013,2016,White - Non-Hispanic,45-54,B Felony,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,295,C Felony,Violent,Robbery
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,296,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,Black - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,296,C Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,296,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,297,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,298,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,298,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,8JD,Yes,Parole,300,C Felony,Violent,Robbery
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,2JD,Yes,Parole,300,Aggravated Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,55 and Older,D Felony,Drug,Trafficking,Parole,Yes,6JD,Yes,Parole,301,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,Yes,2JD,Yes,Parole,301,Serious Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,2JD,Yes,Parole,302,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Paroled to Detainer - Iowa,Yes,7JD,Yes,Paroled to Detainer - Iowa,302,Aggravated Misdemeanor,Violent,Assault
2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,Yes,2JD,Yes,Parole,302,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,303,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,303,D Felony,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,303,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Violent,Other Violent,Parole,Yes,5JD,Yes,Parole,306,Serious Misdemeanor,Violent,Assault
2013,2016,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,Yes,8JD,Yes,Parole,308,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,310,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,313,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,313,C Felony,Violent,Murder/Manslaughter
2013,2016,Black - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,313,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,313,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,315,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,315,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,3JD,Yes,Parole,316,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,317,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,318,D Felony,Public Order,OWI
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,3JD,Yes,Parole,318,C Felony,Violent,Kidnap
2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,Yes,5JD,Yes,Parole,318,D Felony,Drug,Drug Possession
2013,2016,White - Hispanic,25-34,C Felony,Violent,Assault,Parole,Yes,2JD,Yes,Parole,319,C Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,Yes,1JD,Yes,Parole,320,D Felony,Violent,Assault
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,320,D Felony,Property,Burglary
2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Vandalism,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,321,C Felony,Violent,Other Violent
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Paroled to Detainer - Iowa,Yes,1JD,Yes,Paroled to Detainer - Iowa,321,C Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,1JD,Yes,Parole,322,Aggravated Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,323,Aggravated Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Drug,Drug Possession,Parole,Yes,5JD,Yes,Parole,323,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,323,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,323,Aggravated Misdemeanor,Public Order,Weapons
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,Yes,4JD,Yes,Parole,323,C Felony,Drug,Trafficking
2013,2016,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,324,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,55 and Older,B Felony,Violent,Other Violent,Parole,Yes,4JD,Yes,Parole,326,C Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,326,D Felony,Property,Forgery/Fraud
2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,326,D Felony,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Yes,3JD,Yes,Parole,327,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,3JD,Yes,Parole,327,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,328,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,328,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,328,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,Parole,Yes,5JD,Yes,Parole,328,C Felony,Property,Theft
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,329,D Felony,Violent,Assault
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,329,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,329,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,Yes,3JD,Yes,Parole,330,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,Yes,2JD,Yes,Parole,330,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Theft,Parole,Yes,7JD,Yes,Parole,331,C Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,331,A Felony,Violent,Murder/Manslaughter
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,Traffic,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,332,C Felony,Drug,Trafficking
2013,2016,White - Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,332,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,Yes,5JD,Yes,Parole,333,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,333,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,336,D Felony,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,336,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,336,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Vandalism,Parole,Yes,1JD,Yes,Parole,337,D Felony,Public Order,Weapons
2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,Yes,1JD,Yes,Parole,337,D Felony,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,337,D Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,338,Aggravated Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,7JD,Yes,Parole,342,D Felony,Public Order,Flight/Escape
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,342,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,Yes,5JD,Yes,Parole,342,Simple Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,343,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,Yes,1JD,Yes,Parole,343,D Felony,Public Order,OWI
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,344,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,344,D Felony,Property,Theft
2013,2016,Black - Non-Hispanic,55 and Older,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,344,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,5JD,Yes,Parole,348,Aggravated Misdemeanor,Property,Theft
2013,2016,Black - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,348,Serious Misdemeanor,Public Order,Traffic
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,1JD,Yes,Parole,350,D Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,350,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole,Yes,5JD,Yes,Parole,351,B Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,351,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,Black - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,Yes,6JD,Yes,Parole,352,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,3JD,Yes,Parole,353,D Felony,Public Order,Other Public Order
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,Weapons,Parole,Yes,,Yes,Parole,355,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,Black - Non-Hispanic,55 and Older,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,355,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,Yes,5JD,Yes,Parole,357,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,357,D Felony,Violent,Assault
2013,2016,Black - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,357,Serious Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,358,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,359,D Felony,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Parole,Yes,5JD,Yes,Parole,360,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,360,D Felony,Property,Burglary
2013,2016,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,361,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Paroled to Detainer - Iowa,Yes,8JD,Yes,Paroled to Detainer - Iowa,361,D Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,362,Aggravated Misdemeanor,Public Order,OWI
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,362,Serious Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Arson,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,363,C Felony,Property,Burglary
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,363,D Felony,Violent,Assault
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,363,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,Under 25,D Felony,Drug,Other Drug,Parole,Yes,3JD,Yes,Parole,364,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Parole,Yes,2JD,Yes,Parole,364,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,365,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,365,D Felony,Violent,Murder/Manslaughter
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,Yes,5JD,Yes,Parole,365,D Felony,Public Order,OWI
2013,2016,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,366,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,366,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,367,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole,Yes,5JD,Yes,Parole,368,D Felony,Public Order,Weapons
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,369,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,,Yes,Parole,369,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,369,D Felony,Public Order,OWI
2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,370,Aggravated Misdemeanor,Violent,Assault
2013,2016,Black - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Parole,Yes,5JD,Yes,Parole,371,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,Yes,7JD,Yes,Parole,371,D Felony,Property,Burglary
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,372,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,376,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Parole,Yes,5JD,Yes,Parole,376,D Felony,Property,Burglary
2013,2016,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,378,D Felony,Violent,Assault
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,380,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,380,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,381,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,382,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,384,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Other,Other Violent,Parole,Yes,5JD,Yes,Parole,384,D Felony,Property,Forgery/Fraud
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,384,B Felony,Violent,Murder/Manslaughter
2013,2016,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,384,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,385,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,6JD,Yes,Parole,385,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Sex,Parole,Yes,1JD,Yes,Parole,385,Aggravated Misdemeanor,Violent,Assault
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Paroled to Detainer - Out of State,Yes,5JD,Yes,Paroled to Detainer - Out of State,386,C Felony,Property,Theft
